                  epoch,         train/box_loss,         train/seg_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),   metrics/precision(M),      metrics/recall(M),       metrics/mAP50(M),    metrics/mAP50-95(M),           val/box_loss,           val/seg_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    103,                0.78087,                 1.3603,                0.65195,                 1.1313,                0.93325,                0.93574,                0.97583,                0.80667,                0.93203,                0.90215,                0.94212,                0.57325,                0.65133,                 1.0328,                0.52369,                0.98565,             0.00047602,             0.00047602,             0.00047602
                    104,                0.80691,                 1.3286,                0.68299,                 1.1417,                0.94298,                 0.9462,                0.97885,                0.80907,                0.92919,                0.93101,                0.95911,                0.57549,                0.62037,                 1.0105,                 0.5114,                0.96959,             0.00047367,             0.00047367,             0.00047367
                    105,                0.78257,                 1.3499,                0.64569,                 1.1122,                0.93841,                0.94576,                0.98038,                0.83369,                0.92795,                0.93592,                0.96143,                0.57676,                0.60401,                 1.0213,                0.49695,                0.95412,             0.00047131,             0.00047131,             0.00047131
                    106,                0.76354,                 1.2883,                0.62825,                 1.1233,                0.92733,                0.92875,                0.96884,                0.81484,                0.90425,                0.90506,                0.93263,                0.56079,                0.62864,                 1.0382,                 0.5282,                0.96703,             0.00046896,             0.00046896,             0.00046896
                    107,                0.72898,                 1.2487,                0.60081,                 1.0938,                0.90829,                0.93401,                 0.9619,                0.81737,                0.90253,                0.92444,                0.94906,                0.57129,                0.59948,                0.98091,                0.51208,                0.95595,              0.0004666,              0.0004666,              0.0004666
                    108,                0.73206,                 1.2744,                0.60733,                 1.0937,                0.90351,                0.95159,                0.96702,                0.80492,                0.89945,                0.94825,                0.95931,                0.57998,                0.61507,                0.97499,                0.49601,                0.96115,             0.00046424,             0.00046424,             0.00046424
                    109,                0.74589,                 1.2859,                0.63047,                 1.1238,                0.87922,                0.96587,                 0.9732,                 0.8188,                0.87408,                0.95863,                0.96288,                0.59659,                0.61522,                0.95911,                0.48946,                0.95961,             0.00046189,             0.00046189,             0.00046189
                    110,                0.72533,                 1.2464,                0.60323,                 1.0919,                0.91941,                0.93223,                0.97586,                0.82521,                0.91718,                 0.9197,                0.96684,                0.60183,                0.60675,                0.94669,                0.48116,                 0.9545,             0.00045953,             0.00045953,             0.00045953
                    111,                0.74458,                 1.2975,                0.60611,                 1.1145,                0.92634,                0.96468,                0.98361,                0.84163,                0.91636,                0.95143,                0.97128,                0.61421,                0.59373,                0.92619,                 0.4755,                0.94274,             0.00045717,             0.00045717,             0.00045717
                    112,                0.73606,                 1.2781,                0.59524,                 1.0901,                 0.9574,                 0.9582,                0.98864,                0.83833,                 0.9519,                 0.9529,                0.97931,                0.62319,                0.59354,                0.92865,                0.47849,                0.92573,             0.00045482,             0.00045482,             0.00045482
                    113,                0.74918,                 1.2255,                0.61388,                 1.1048,                 0.9359,                 0.9543,                0.98599,                0.83976,                0.93172,                0.94896,                0.97827,                0.61547,                0.59446,                0.93479,                0.47865,                0.92527,             0.00045246,             0.00045246,             0.00045246
                    114,                0.74926,                 1.2807,                0.61839,                 1.1122,                 0.9423,                0.95316,                0.98104,                0.83927,                0.94264,                0.94228,                0.97344,                0.60699,                0.60259,                0.91326,                0.47894,                 0.9331,             0.00045011,             0.00045011,             0.00045011
                    115,                0.70844,                 1.2431,                0.57538,                 1.0715,                0.94792,                0.94105,                0.98023,                0.81733,                0.93951,                0.93104,                 0.9682,                0.59149,                0.61221,                0.93263,                 0.4888,                0.94152,             0.00044775,             0.00044775,             0.00044775
                    116,                0.71192,                 1.2008,                0.57507,                 1.0595,                0.94084,                0.93349,                0.98065,                0.81932,                0.89785,                0.89629,                0.91951,                0.57292,                0.59277,                 0.9556,                0.46837,                0.93198,             0.00044539,             0.00044539,             0.00044539
                    117,                0.71826,                 1.2695,                0.60539,                 1.0855,                0.95886,                0.92022,                0.98321,                0.82872,                0.91976,                0.89037,                0.93039,                0.57943,                0.57273,                0.93845,                0.45594,                0.92219,             0.00044304,             0.00044304,             0.00044304
                    118,                 0.7272,                 1.2423,                0.59169,                 1.0807,                0.92299,                0.92008,                0.97162,                0.82339,                0.91089,                0.89588,                0.95238,                0.56463,                0.59617,                0.97124,                0.48468,                0.93635,             0.00044068,             0.00044068,             0.00044068
                    119,                0.70281,                 1.2027,                0.56174,                 1.0777,                0.91935,                0.93543,                0.97692,                0.82916,                0.91405,                0.92222,                0.96495,                0.58989,                0.58548,                0.94027,                0.48138,                0.93376,             0.00043832,             0.00043832,             0.00043832
                    120,                0.71718,                 1.2193,                0.56077,                 1.0736,                0.91014,                 0.9585,                0.97223,                0.82393,                0.90234,                0.94944,                0.95885,                0.58327,                 0.5796,                0.95882,                0.48274,                0.93475,             0.00043597,             0.00043597,             0.00043597
                    121,                0.69401,                 1.2062,                0.56863,                 1.0692,                0.92715,                0.95388,                0.97852,                0.82844,                0.93165,                0.93991,                0.97403,                0.60495,                0.56889,                0.92686,                0.47429,                0.92747,             0.00043361,             0.00043361,             0.00043361
                    122,                0.68422,                 1.1953,                0.55658,                  1.063,                0.94041,                0.95741,                0.98448,                0.83181,                0.93853,                0.95288,                0.98051,                0.60641,                0.57884,                0.91127,                0.46267,                 0.9267,             0.00043126,             0.00043126,             0.00043126
                    123,                0.72977,                 1.2308,                0.57656,                 1.0932,                 0.9501,                0.95804,                0.98537,                0.83783,                0.94534,                0.95398,                0.98046,                 0.6044,                0.56309,                0.90707,                0.45718,                0.91963,              0.0004289,              0.0004289,              0.0004289
                    124,                  0.705,                 1.1791,                0.56135,                 1.0604,                0.95724,                0.94826,                0.98577,                0.84203,                0.95405,                0.94227,                0.97958,                0.58033,                0.57688,                0.94264,                0.46939,                0.92968,             0.00042654,             0.00042654,             0.00042654
                    125,                0.70357,                 1.2291,                0.56053,                 1.0696,                0.93063,                0.96118,                0.98552,                0.84433,                0.92817,                0.95562,                 0.9767,                0.59557,                0.55761,                0.91818,                0.45713,                0.92243,             0.00042419,             0.00042419,             0.00042419
                    126,                0.68676,                 1.1446,                0.54979,                 1.0883,                0.93776,                0.95251,                0.98202,                0.84246,                0.93266,                0.94545,                0.97434,                    0.6,                0.55665,                0.91376,                0.45462,                0.92227,             0.00042183,             0.00042183,             0.00042183
                    127,                0.68866,                 1.2065,                 0.5663,                 1.0767,                0.96241,                0.94095,                0.98706,                0.85373,                0.94445,                0.91869,                0.95911,                0.60217,                0.55367,                0.90066,                0.44842,                0.91951,             0.00041947,             0.00041947,             0.00041947
                    128,                0.69571,                 1.1834,                0.55367,                 1.0656,                0.95928,                0.93832,                0.98814,                0.85569,                0.95321,                0.92373,                0.96766,                0.62646,                 0.5623,                 0.8701,                0.45611,                 0.9219,             0.00041712,             0.00041712,             0.00041712
                    129,                0.67363,                  1.168,                0.54846,                 1.0652,                0.96871,                0.94972,                0.98992,                 0.8659,                0.96863,                  0.945,                0.98499,                 0.6453,                0.53664,                0.83532,                0.43551,                0.91045,             0.00041476,             0.00041476,             0.00041476
                    130,                0.70256,                 1.1379,                0.56527,                 1.0807,                0.97204,                0.94613,                0.98905,                0.86765,                0.96613,                0.94109,                0.98297,                0.64982,                0.52467,                0.85824,                0.42136,                0.90041,             0.00041241,             0.00041241,             0.00041241
                    131,                0.67584,                 1.1808,                 0.5398,                 1.0583,                0.97629,                 0.9449,                0.98841,                0.86435,                0.97324,                0.94069,                0.98412,                0.66243,                 0.5203,                0.82627,                0.41931,                0.89545,             0.00041005,             0.00041005,             0.00041005
                    132,                 0.6573,                 1.1523,                0.51884,                 1.0467,                0.96659,                 0.9584,                0.98976,                 0.8574,                0.96229,                0.95381,                0.98543,                0.65278,                0.52733,                0.85569,                 0.4197,                0.90005,             0.00040769,             0.00040769,             0.00040769
                    133,                0.69884,                  1.235,                0.56027,                 1.0714,                0.96718,                 0.9561,                0.98992,                 0.8529,                0.96427,                0.95074,                0.98355,                0.64945,                0.52517,                 0.8214,                0.41866,                 0.8981,             0.00040534,             0.00040534,             0.00040534
                    134,                0.66304,                 1.1562,                0.52602,                 1.0515,                0.96888,                0.95491,                0.98855,                0.85921,                0.96604,                0.95107,                 0.9837,                0.65603,                0.52673,                0.82682,                0.41806,                 0.8958,             0.00040298,             0.00040298,             0.00040298
                    135,                0.68074,                 1.1759,                0.54711,                 1.0632,                0.97043,                0.95344,                0.98927,                 0.8701,                0.96457,                0.94008,                0.98348,                 0.6581,                0.51182,                0.81748,                 0.4091,                 0.8933,             0.00040063,             0.00040063,             0.00040063
                    136,                0.68912,                 1.2044,                 0.5509,                 1.0591,                0.96115,                0.96932,                0.99052,                 0.8687,                0.96193,                0.96453,                0.98824,                0.66327,                0.51974,                0.82102,                0.40994,                0.89797,             0.00039827,             0.00039827,             0.00039827
                    137,                0.65778,                 1.1236,                0.52647,                 1.0451,                0.96802,                0.97469,                0.99138,                0.87265,                0.96423,                0.96886,                0.98806,                0.66464,                0.50587,                0.81587,                 0.4038,                 0.8907,             0.00039591,             0.00039591,             0.00039591
                    138,                0.64554,                 1.1687,                0.51823,                 1.0445,                0.96696,                0.96263,                0.99195,                0.87187,                0.96105,                0.95956,                0.98647,                0.65685,                0.51521,                0.81788,                0.40965,                 0.8898,             0.00039356,             0.00039356,             0.00039356
                    139,                0.66716,                  1.126,                0.51486,                 1.0519,                0.96414,                0.97655,                0.98913,                0.86646,                0.95971,                0.97076,                0.98429,                0.63925,                0.51801,                0.84211,                0.41232,                0.89095,              0.0003912,              0.0003912,              0.0003912
                    140,                0.65225,                 1.1326,                0.52901,                 1.0524,                 0.9741,                0.98139,                0.99303,                0.88372,                0.97136,                0.97796,                0.98984,                 0.6626,                0.50518,                0.81664,                0.39754,                0.89057,             0.00038884,             0.00038884,             0.00038884
                    141,                0.66781,                 1.1947,                0.52218,                 1.0541,                0.97295,                0.97959,                0.99376,                0.88552,                0.97242,                0.97469,                0.99116,                0.66202,                0.50751,                0.81254,                0.39553,                0.89179,             0.00038649,             0.00038649,             0.00038649
                    142,                0.65337,                  1.192,                0.52612,                 1.0465,                0.97074,                0.95673,                0.99241,                 0.8805,                0.96984,                0.95388,                 0.9904,                 0.6625,                0.50666,                0.81727,                0.39632,                0.88341,             0.00038413,             0.00038413,             0.00038413
                    143,                0.64023,                 1.1094,                0.50282,                 1.0177,                0.95668,                0.97053,                0.99041,                0.87963,                0.95378,                0.96741,                0.98804,                0.65109,                0.49931,                0.81513,                0.39611,                0.87597,             0.00038178,             0.00038178,             0.00038178
                    144,                0.64155,                 1.1018,                0.51738,                 1.0318,                0.93711,                0.96996,                 0.9884,                0.87404,                0.92887,                0.96124,                0.97517,                0.64597,                0.49531,                0.81679,                0.39584,                0.87608,             0.00037942,             0.00037942,             0.00037942
                    145,                0.59816,                 1.0851,                0.46984,                 1.0256,                0.96311,                0.94566,                0.99034,                0.87077,                0.95945,                0.93725,                0.97659,                0.65654,                0.50197,                0.80974,                 0.3973,                0.87762,             0.00037706,             0.00037706,             0.00037706
                    146,                0.64836,                  1.155,                0.52799,                 1.0491,                  0.954,                0.97759,                 0.9918,                0.87785,                0.94999,                0.97152,                0.98884,                0.66658,                 0.5031,                 0.7931,                0.39678,                0.87586,             0.00037471,             0.00037471,             0.00037471
                    147,                0.63669,                 1.1122,                0.50774,                 1.0235,                0.96596,                0.97635,                0.99163,                0.87543,                0.96264,                0.97037,                0.98894,                0.68148,                0.50084,                0.78224,                0.39509,                0.87465,             0.00037235,             0.00037235,             0.00037235
                    148,                  0.631,                 1.0915,                 0.4867,                 1.0264,                0.95911,                0.96471,                  0.991,                0.87948,                0.95923,                0.96173,                0.98889,                0.66837,                0.49661,                0.79843,                0.39376,                0.87597,             0.00036999,             0.00036999,             0.00036999
                    149,                0.62198,                 1.0812,                0.49506,                 1.0168,                0.96681,                0.96906,                0.99263,                0.87987,                0.96368,                0.96009,                0.98922,                0.68878,                0.49517,                0.77836,                0.39057,                0.87512,             0.00036764,             0.00036764,             0.00036764
                    150,                0.63248,                 1.0923,                0.49805,                 1.0339,                0.96839,                0.97283,                0.99286,                0.87983,                 0.9661,                0.96732,                0.98998,                0.68709,                0.49557,                0.77177,                0.39435,                0.87477,             0.00036528,             0.00036528,             0.00036528
                    151,                0.61581,                 1.0242,                0.49079,                 1.0117,                0.96445,                0.96552,                0.99084,                0.88797,                0.96132,                0.96168,                0.98788,                0.66167,                0.49842,                0.80406,                0.39482,                0.87537,             0.00036293,             0.00036293,             0.00036293
                    152,                0.62777,                 1.1648,                0.51423,                 1.0374,                0.97513,                0.96812,                0.99171,                0.88443,                0.97362,                0.96353,                0.98894,                0.66545,                0.48565,                0.77301,                0.39107,                0.86923,             0.00036057,             0.00036057,             0.00036057
                    153,                0.62294,                  1.109,                0.51435,                 1.0275,                0.97072,                0.97421,                0.99296,                0.87737,                0.96618,                 0.9691,                0.98956,                0.66924,                0.49415,                 0.7903,                0.39406,                0.87469,             0.00035821,             0.00035821,             0.00035821
                    154,                0.63672,                 1.0932,                0.51007,                 1.0529,                0.97073,                  0.967,                0.99198,                0.88335,                0.96677,                0.95925,                0.98673,                0.67309,                0.48756,                0.77285,                0.38502,                 0.8714,             0.00035586,             0.00035586,             0.00035586
                    155,                0.62717,                 1.0736,                0.49505,                 1.0348,                  0.972,                0.96705,                0.99351,                0.88643,                0.96822,                0.96051,                 0.9882,                0.67577,                0.48183,                0.75752,                0.37492,                 0.8676,              0.0003535,              0.0003535,              0.0003535
                    156,                0.67309,                  1.145,                0.53355,                 1.0551,                 0.9521,                0.98107,                0.99272,                0.89432,                0.96071,                0.96549,                0.99047,                0.67975,                0.48267,                0.75951,                0.37691,                0.86446,             0.00035115,             0.00035115,             0.00035115
                    157,                0.65012,                 1.1421,                0.53077,                 1.0604,                0.95999,                0.98967,                0.99292,                0.89583,                0.95737,                0.98606,                0.99005,                0.68801,                0.46584,                0.75642,                0.37352,                0.85241,             0.00034879,             0.00034879,             0.00034879
                    158,                0.61221,                 1.0474,                 0.4805,                 1.0264,                0.96324,                0.98138,                0.99287,                0.88403,                0.95895,                0.97574,                0.98965,                0.68586,                0.47359,                0.78128,                0.37168,                0.85506,             0.00034643,             0.00034643,             0.00034643
                    159,                0.61614,                 1.0787,                0.48185,                 1.0188,                0.97017,                0.96594,                0.99229,                0.88442,                0.96845,                0.96329,                0.99029,                0.69717,                0.46162,                0.75317,                0.36309,                0.85024,             0.00034408,             0.00034408,             0.00034408
                    160,                0.62582,                 1.1042,                 0.4939,                 1.0367,                0.96048,                0.97504,                0.99176,                0.88444,                0.96273,                0.97107,                0.98968,                0.68186,                0.47004,                 0.7694,                0.36659,                0.84814,             0.00034172,             0.00034172,             0.00034172
                    161,                 0.6072,                 1.0411,                 0.4888,                 1.0163,                0.96631,                0.96014,                0.99198,                 0.8885,                0.96688,                0.95683,                0.98972,                0.67155,                0.45994,                0.77778,                0.36456,                0.84727,             0.00033936,             0.00033936,             0.00033936
                    162,                0.61216,                 1.0239,                0.48092,                 1.0189,                0.95741,                0.97385,                0.99091,                0.89479,                0.95531,                0.97041,                0.98825,                0.66999,                  0.458,                0.75337,                0.36437,                0.84885,             0.00033701,             0.00033701,             0.00033701
                    163,                0.59178,                 1.0016,                0.46185,                 1.0165,                0.96528,                0.97669,                0.99063,                0.89744,                0.96188,                0.97151,                0.98721,                0.68256,                0.45427,                0.74248,                0.36207,                0.84582,             0.00033465,             0.00033465,             0.00033465
                    164,                0.59796,                  1.046,                0.47115,                 1.0106,                0.96976,                0.97463,                0.99092,                0.89265,                0.96421,                0.96865,                0.98535,                0.69235,                0.45682,                0.74621,                0.35802,                0.84621,              0.0003323,              0.0003323,              0.0003323
                    165,                0.60372,                 1.0211,                0.47106,                 1.0117,                0.97842,                 0.9791,                0.99043,                0.89238,                0.97399,                0.97207,                 0.9865,                0.68059,                0.45283,                 0.7306,                0.35282,                0.84406,             0.00032994,             0.00032994,             0.00032994
                    166,                0.59912,                 1.0155,                 0.4738,                 1.0044,                 0.9741,                0.97727,                0.99161,                0.89534,                0.97277,                 0.9679,                0.98725,                0.68893,                0.44827,                0.74232,                 0.3576,                0.84255,             0.00032758,             0.00032758,             0.00032758
                    167,                 0.5995,                 1.0524,                0.47844,                 1.0128,                0.98397,                0.98371,                0.99426,                0.90261,                0.98284,                0.97832,                0.99148,                0.70011,                0.44875,                0.74996,                0.35222,                0.84474,             0.00032523,             0.00032523,             0.00032523
                    168,                0.59888,                 1.1016,                0.48264,                 1.0193,                0.98624,                0.98104,                0.99377,                0.90437,                 0.9826,                0.97742,                0.99264,                0.69381,                0.46249,                0.75929,                0.34938,                0.85326,             0.00032287,             0.00032287,             0.00032287
                    169,                0.61562,                 1.0662,                0.48164,                 1.0409,                0.98607,                0.98222,                0.99395,                0.91089,                0.98461,                0.98047,                0.99244,                0.69772,                0.45833,                0.75164,                0.34791,                0.85035,             0.00032051,             0.00032051,             0.00032051
                    170,                0.58888,                 1.0745,                0.45869,                      1,                0.98398,                0.98148,                0.99375,                0.90791,                0.98106,                0.97702,                0.99056,                0.70055,                0.44525,                0.73286,                0.34867,                 0.8447,             0.00031816,             0.00031816,             0.00031816
                    171,                0.56542,                0.98444,                0.45059,                0.98172,                0.98263,                0.97993,                0.99328,                0.90795,                0.98039,                0.97659,                0.99116,                0.69353,                0.43678,                0.73796,                 0.3464,                0.84242,              0.0003158,              0.0003158,              0.0003158
                    172,                0.60667,                 1.0628,                0.46985,                 1.0067,                   0.98,                0.98454,                0.99267,                0.90254,                0.97627,                0.98084,                0.99041,                0.70441,                0.44011,                0.71704,                0.34689,                0.84268,             0.00031345,             0.00031345,             0.00031345
                    173,                0.57181,                 1.0265,                0.46388,                 1.0051,                0.98281,                0.98506,                 0.9923,                0.91088,                0.98015,                0.98194,                0.98986,                0.70859,                0.43325,                0.70003,                0.34091,                0.83689,             0.00031109,             0.00031109,             0.00031109
                    174,                  0.586,                0.99016,                0.44492,                 1.0088,                0.98281,                0.98371,                0.99281,                0.90949,                0.96822,                0.96984,                0.97105,                0.66736,                0.43593,                0.74245,                0.34393,                0.83376,             0.00030873,             0.00030873,             0.00030873
                    175,                 0.5915,                0.99257,                0.46114,                 1.0109,                0.98434,                0.98567,                0.99264,                0.90899,                0.96836,                0.97071,                0.97173,                0.67104,                0.43464,                0.72838,                0.34253,                0.83442,             0.00030638,             0.00030638,             0.00030638
                    176,                0.57843,                0.99055,                 0.4473,                0.98919,                0.98453,                0.98315,                0.99302,                0.90835,                0.98051,                0.97954,                0.99073,                0.68865,                0.42784,                0.71111,                0.34236,                 0.8309,             0.00030402,             0.00030402,             0.00030402
                    177,                0.58609,                 1.0262,                0.45598,                 1.0084,                0.98052,                0.98504,                0.99297,                0.90518,                0.98612,                0.97034,                   0.99,                0.68404,                0.43621,                0.73959,                0.34242,                0.83227,             0.00030167,             0.00030167,             0.00030167
                    178,                0.59028,                 1.0308,                0.46073,                 1.0075,                0.98504,                 0.9785,                0.99279,                0.90645,                0.97736,                 0.9674,                0.98726,                0.69158,                0.42737,                0.71746,                0.33735,                0.83145,             0.00029931,             0.00029931,             0.00029931
                    179,                0.58454,                 1.0044,                0.44464,                 0.9878,                0.98087,                 0.9813,                 0.9921,                0.91769,                0.97759,                0.97593,                0.98961,                0.69203,                0.41574,                0.70962,                0.33317,                0.82622,             0.00029695,             0.00029695,             0.00029695
                    180,                 0.5696,                 0.9895,                0.44191,                 1.0072,                0.97638,                0.98159,                 0.9929,                0.91085,                0.97625,                0.97644,                0.99062,                 0.6985,                0.41841,                0.70554,                0.33191,                0.82277,              0.0002946,              0.0002946,              0.0002946
                    181,                0.58572,                 1.0029,                0.45334,                0.99819,                0.97521,                0.98129,                0.99208,                0.91067,                0.97432,                0.97833,                0.99097,                0.70547,                0.41081,                0.69277,                0.32835,                 0.8191,             0.00029224,             0.00029224,             0.00029224
                    182,                0.57214,                0.99903,                 0.4461,                0.98709,                0.98125,                0.98334,                0.99198,                0.90306,                0.98032,                0.98091,                 0.9908,                0.71934,                0.41569,                 0.7049,                0.33385,                0.82178,             0.00028988,             0.00028988,             0.00028988
                    183,                0.56823,                 1.0291,                0.44531,                0.99292,                 0.9819,                  0.985,                 0.9937,                0.91232,                 0.9806,                0.98237,                0.99243,                0.72567,                0.41693,                0.69254,                0.32823,                 0.8245,             0.00028753,             0.00028753,             0.00028753
                    184,                0.55845,                0.97781,                0.44206,                0.99806,                0.98526,                0.98378,                 0.9944,                0.91459,                0.98394,                0.98186,                0.99326,                0.72261,                  0.419,                0.67697,                0.32866,                0.82817,             0.00028517,             0.00028517,             0.00028517
                    185,                0.56492,                0.98943,                0.42942,                 0.9971,                0.97405,                0.99095,                0.99423,                0.91334,                0.98372,                0.97622,                0.99277,                0.71719,                0.42028,                0.67479,                0.32417,                0.82934,             0.00028282,             0.00028282,             0.00028282
                    186,                0.55592,                0.99392,                0.44308,                0.99909,                0.97786,                 0.9839,                0.99436,                0.91699,                0.97464,                0.97958,                0.99219,                0.71773,                0.42045,                0.67283,                0.33077,                0.82634,             0.00028046,             0.00028046,             0.00028046
                    187,                0.56914,                0.96999,                0.43853,                 1.0031,                0.97459,                0.98416,                0.99437,                 0.9159,                0.97309,                0.97958,                0.99237,                0.71129,                0.41671,                0.68342,                0.33118,                0.82389,              0.0002781,              0.0002781,              0.0002781
                    188,                0.56581,                0.98627,                0.43297,                0.98462,                0.97754,                0.97807,                0.99411,                0.91568,                0.97408,                0.97443,                0.99214,                0.71704,                0.41242,                0.68439,                0.32923,                0.81975,             0.00027575,             0.00027575,             0.00027575
                    189,                 0.5403,                0.97995,                0.43216,                 0.9771,                0.97416,                 0.9799,                0.99449,                0.91038,                0.97279,                0.97854,                 0.9943,                0.71464,                0.40952,                0.68209,                0.32444,                0.81652,             0.00027339,             0.00027339,             0.00027339
                    190,                0.54724,                0.94433,                0.42392,                0.98744,                0.96971,                0.98351,                0.99422,                0.91244,                0.96934,                0.98341,                0.99414,                0.71701,                0.41603,                0.68484,                0.32638,                0.82015,             0.00027103,             0.00027103,             0.00027103
                    191,                 0.5484,                0.95171,                0.44001,                0.99412,                0.97382,                0.98397,                 0.9946,                0.91246,                0.97267,                0.98308,                0.99358,                0.71144,                0.42044,                0.69871,                0.32916,                0.82414,             0.00026868,             0.00026868,             0.00026868
                    192,                 0.5621,                0.97338,                0.43818,                 1.0015,                0.96903,                 0.9889,                 0.9941,                0.91558,                0.96552,                0.98618,                0.99262,                0.71009,                0.40941,                 0.6663,                0.32532,                0.82321,             0.00026632,             0.00026632,             0.00026632
                    193,                0.55353,                0.95296,                0.42892,                0.99541,                0.96788,                0.98699,                0.99205,                0.91183,                0.95992,                0.97826,                0.98524,                0.70508,                 0.4088,                0.67316,                0.32608,                0.82356,             0.00026397,             0.00026397,             0.00026397
                    194,                0.53827,                0.99416,                0.42557,                0.99505,                0.97579,                0.97719,                0.99119,                0.91557,                0.97405,                0.97546,                0.98637,                0.72282,                0.41157,                 0.6628,                0.32121,                0.82321,             0.00026161,             0.00026161,             0.00026161
                    195,                0.56818,                0.98011,                0.44608,                 1.0016,                0.97128,                0.97906,                0.98951,                0.90963,                0.96871,                0.97724,                0.98549,                0.72628,                0.41387,                0.66207,                0.32213,                0.82499,             0.00025925,             0.00025925,             0.00025925
                    196,                0.51659,                  0.899,                0.40501,                0.97021,                0.96723,                0.98325,                0.99161,                0.90966,                0.96536,                0.98094,                0.98696,                0.70997,                0.41166,                0.68344,                0.32489,                0.82265,              0.0002569,              0.0002569,              0.0002569
                    197,                0.53567,                0.96373,                0.42152,                0.98179,                0.97909,                0.98228,                0.99366,                0.91129,                0.97716,                0.97812,                 0.9914,                0.71964,                0.41283,                0.66818,                0.32536,                0.82023,             0.00025454,             0.00025454,             0.00025454
                    198,                0.53227,                0.93308,                0.41675,                0.97702,                0.98039,                0.98544,                0.99462,                 0.9164,                 0.9778,                0.98323,                0.99347,                0.72803,                0.40727,                0.66126,                0.31899,                0.81929,             0.00025218,             0.00025218,             0.00025218
                    199,                0.53009,                0.93493,                0.42263,                0.97172,                0.98393,                0.98765,                0.99465,                0.91206,                0.98421,                 0.9833,                 0.9935,                0.73367,                0.39976,                0.65393,                0.31642,                0.81836,             0.00024983,             0.00024983,             0.00024983
                    200,                0.52518,                0.89489,                0.40637,                0.97075,                0.98543,                0.97979,                0.99407,                0.91018,                 0.9835,                 0.9779,                0.99351,                0.73294,                0.39506,                0.63688,                0.31543,                0.81675,             0.00024747,             0.00024747,             0.00024747
                    201,                0.54438,                0.93343,                0.43355,                0.97323,                0.98818,                0.97773,                0.99416,                0.90813,                0.98567,                0.97527,                0.99239,                 0.7366,                0.39286,                0.63377,                0.31632,                0.81606,             0.00024512,             0.00024512,             0.00024512
                    202,                0.50998,                0.95147,                0.41816,                0.96874,                0.98787,                0.98463,                0.99429,                0.90039,                0.98459,                0.98137,                0.99117,                0.72032,                0.39341,                0.64326,                0.31626,                0.81791,             0.00024276,             0.00024276,             0.00024276
                    203,                 0.5439,                0.98195,                0.41836,                0.97889,                0.96216,                0.99746,                0.99317,                0.90493,                0.97718,                0.98516,                0.99135,                0.71948,                0.39419,                0.63358,                0.31411,                0.81845,              0.0002404,              0.0002404,              0.0002404
                    204,                0.51737,                0.89395,                0.38967,                0.97839,                0.98462,                0.98624,                0.99432,                0.91463,                0.98219,                0.98252,                0.99204,                0.73098,                0.39512,                0.64279,                0.31248,                0.81971,             0.00023805,             0.00023805,             0.00023805
                    205,                0.55521,                0.98773,                0.43669,                0.99255,                0.97759,                0.98566,                0.99425,                0.91616,                0.97558,                0.98365,                0.99324,                 0.7254,                 0.3933,                0.64628,                 0.3096,                0.81562,             0.00023569,             0.00023569,             0.00023569
                    206,                0.53863,                0.91963,                0.41548,                0.97994,                0.98487,                0.99257,                0.99489,                0.92577,                0.98276,                0.99067,                0.99363,                0.71936,                 0.3939,                0.66224,                0.31038,                0.81621,             0.00023334,             0.00023334,             0.00023334
                    207,                0.52413,                0.92593,                 0.4033,                0.95838,                0.98539,                 0.9914,                0.99482,                0.92064,                0.98479,                0.99045,                0.99471,                0.71747,                0.38933,                0.64501,                0.30666,                  0.815,             0.00023098,             0.00023098,             0.00023098
                    208,                0.51549,                0.89903,                0.40753,                 0.9723,                0.98595,                0.99269,                0.99485,                0.93229,                0.98542,                0.99169,                0.99478,                0.72626,                0.37731,                0.63379,                0.30196,                0.81079,             0.00022862,             0.00022862,             0.00022862
                    209,                0.52446,                0.91362,                0.41819,                0.96821,                0.98762,                0.99033,                0.99486,                0.93795,                0.98784,                 0.9902,                0.99482,                0.72763,                0.37744,                 0.6535,                0.29976,                0.81064,             0.00022627,             0.00022627,             0.00022627
                    210,                 0.5136,                 0.8732,                0.39644,                0.97698,                0.98188,                0.98981,                 0.9946,                0.93427,                0.98162,                0.98897,                0.99338,                0.73759,                0.38273,                 0.6199,                0.30184,                0.81032,             0.00022391,             0.00022391,             0.00022391
                    211,                0.50119,                0.90438,                0.38878,                0.96354,                0.98197,                0.99246,                0.99453,                0.93364,                0.98126,                0.99086,                0.99449,                 0.7468,                0.37696,                0.61855,                0.30117,                0.80459,             0.00022155,             0.00022155,             0.00022155
                    212,                0.50086,                0.91358,                0.39298,                0.96939,                 0.9829,                0.99372,                0.99479,                0.92821,                0.98187,                 0.9927,                0.99477,                0.73445,                0.38106,                0.65156,                0.30447,                0.80308,              0.0002192,              0.0002192,              0.0002192
                    213,                0.52691,                0.90973,                0.40488,                0.99415,                0.98403,                0.99328,                0.99491,                0.93078,                0.98125,                0.99298,                 0.9947,                 0.7354,                0.37983,                0.63812,                0.30238,                0.80364,             0.00021684,             0.00021684,             0.00021684
